Region,ID,Classification,Metro,Address,Facility,Data Center,Contact,Location (Relative to Airport),Colocation Gross SQ FT,Colocation Gross SQ M,Building Type,Parking,Floor Type,Floor Load Capacity,Flood Plain Info,Rating Range,Seismic Design Category,Fire Suppression,Power and Cooling Density,Utility Feeders,UPS Configuration,UPS Redundancy,Standby Power Configuration,Standby Power Redundancy,Cooling Configuration,Cooling Redundancy,Security (Physical),Security (Human),Security (Electronic),Amenities,Products and Services (Colocation ),Products and Services (Interconnection),Products and Services (Services),Products and Services (Packaged Solutions),Certifications,Green By Design,Reliability
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Metro Connect, Cross Connects,  Campus Cross Connect",,,"PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,GV1,IBX,Geneva,"6 Rue de la Confederation
CH-1204 Geneva
Switzerland",x,x,"Support: +41.22.518.0720 (globally)
Email: servicedesk.gv@eu.equinix.com","1 mi (1.7 km) to Gare de GenÃƒÂ¨ve-Cornavin Train station, 4.6 mi (7.5 km) to Geneva International Airport (GVA)","22,174","2,060","Made of 2 rows of concrete
walls greater than 500 mm",Adjacent to building (for fee),Raised,94 psf (4.5 kN/m2),N/A,,NA,"Analogue addressable
point detection, automatic Inergen gas",1.0 - 3.0 kVA per cabinet,NA,Distributed Redundant,N+1,"3 x 1,000 kVA Diesel Generators",N+1,Chilled water system from heat pumps,N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility provided hydropower,

EMEA,GV2,IBX,Geneva,"48, Route du Bois-des-FrÃ¨res 
Le Lignon Switzerland",x,x,"Support: +41.22.518.0720 (globally)
Email: servicedesk.gv@eu.equinix.com","2.5 mi (4 km) to Gare de GenÃƒÂ¨ve-Cornavin Train station, 2.7 mi (4.3 km) to Geneva International Airport (GVA)","25,295","2,350",Concrete construction,Adjacent to building (no charge),Raised,94 psf (4.5 kN/m2),N/A,,NA,"Vesda, plus thermal/
optical detection, HI-FOG suppression",3.0 - 6.0 kVA per cabinet,NA,Distributed Redundant,N+1,"2 x 2,250 kVA Diesel Generators",N+1,Chillers,N+1,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility provided hydropower,

EMEA,LD1,IBX,London,"101 Finsbury Pavement
London
EC2A 1RS
United Kingdom",,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","7.8 mi (12.6 km) to London City Airport (LCY), 19.3 mi (31 km) to London Heathrow Airport (LHR)","6,458",600,Concrete and steel structure,Adjacent to building (for fee),Raised,94 psf (4.5 kN/m2),N/A,,NA,"Hi fog pre-action water
mist   triggered via double  kNock
detection of fire alarm",2.0 - 3.0 kVA per cabinet,2,Distributed Redundant,N+1,1 x 536 kW and 1 x 560 kW Diesel Generators,N+1,"Independent units with dual condenser fans, coupled with two refrigerant circuits and condensor fans",2N?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,LD2,IBX+,London,"Unit 1, Airport Gate
Bath Road
West Drayton, Middlesex
UB7 ONA
United Kingdom",,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","1.5 mi (2.4 km) to London Heathrow Airport (LHR), 43.1 mi (69.3 km) to London Gatwick Airport (LGW)","43,055","4,000",Concrete and steel frame,Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"Hi fog pre-action water
mist   triggered via double  kNock
detection of fire alarm",3.0 - 4.0 kVA per cabinet,2,Distributed Redundant,N+1,"3 x 2,000 kVA and 3 x 1,000 kVA Diesel Generators",N+1,Independent units coupled with Glycol circuits and dry air coolers,N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,LD3,IBX+,London,"Unit 11 Matrix
Coronation Road
Park Royal
London
NW10 7PH
United Kingdom",,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","13.3 mi (21.9 km) to London Heathrow Airport (LHR), 16.1 mi (25.9 km) to London City Airport (LCY), 42.5 mi (68.3 km) to Stansted Airport (STN), 17.1 mi (27.5 km) to London City Airport (LCY)","29,062","2,700","Made of brickwork and
steel frame",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"Hi fog pre-action water
mist   triggered via double  kNock
detection of fire alarm",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,2(N+1),"3 x 2,200 kVA Diesel Generators",N+1,Independent units coupled with Glycol circuits and dry air coolers,N+1?,"Ballistic glass mantrap and air
lock, full height in and out turnstiles",24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,LD4,IBX+,London,"2 Buckingham Avenue
Slough Trading Estate
Slough
Berkshire
SL1 4NB
United Kingdom",x,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","11.3 mi (18.6 km) to London Heathrow Airport (LHR), 33.4 mi (54.2 km) to London City Airport (LCY), 53.1 mi (85.4 km) to Stansted Airport (STN), 26.4 mi ( 42.5 km) to London City Airport (LCY)","107,639","10,000","Steel frame with in situ
concrete slabs",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"Hi fog pre-action water
mist   triggered via double  kNock
detection of fire alarm",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"Qty?? x 2,200 kVA Diesel Generators",N+1,Centrifugal chillers,N+1,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,LD5,IBX+,London,"8 Buckingham Avenue
Slough Trading Estate
Slough
Berkshire
SL1 4AX
United Kingdom",x,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","11 mi (18 km) to London Heathrow Airport (LHR)  33.1 mi (54 km) to London Gatwick Airport (LGW) 
63.9  mi (102.8 km) to Stansted Airport (STN)
48.3 mi (77.7 km) to London City Airport (LCY)","172,222","16,000","Steel frame with in situ
concrete slabs",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"Hi fog pre-action water
mist   triggered via double  kNock
detection of fire alarm",4.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"Qty?? x 2,200 kVA Diesel Generators",N+2,Air-cooled Chillers,N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites, Business Continuity for Trading Rooms","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001",100% renewable energy through utility green program,

EMEA,LD6,IBX+,London,"352 Buckingham Avenue
Slough Trading Estate
Slough
Berkshire
SL1 4PF
United Kingdom",x,x,"Support: +44.345.373.2999 (globally)
Email: servicedesk.uk@eu.equinix.com","11.3 mi (18.6 km) from London Heathrow Airport (LHR), 33.4 mi (54.2 km) from London City Airport (LCY), 67.7 mi (108.9 km) to Stansted Airport (STN), 47.1 mi (75.8 km) to London City Airport (LCY)","86,000","8,000","Steel frame with in situ
concrete slabs",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"(VESDA)
Hi-fog suppression",4.0 - 6.0 kVA per cabinet,2,Distributed Redundant,2(N+1),"Qty?? x 2,200 kVA Diesel Generators",N+2,"Indirect evaporative cooling, indirect heat exchangers, and air handling units",N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, EU Business Suites","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001, ISO 50001","LEED Gold (pending), Low energy indirect evaporative cooling system, Borehole water extraction for cooling system, Permeable carpark, Rainwater capture",

EMEA,MU1,IBX+,Munich,"Seidlstrasse 3
MÃ_nchen DE 80335",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",23.5 mi (37.9 km) to Munich Franz Josef Strauss Airport (MUC),"48,437","4,500","Concrete and steel
frame reinforcing external walls",Adjacent to building (for fee),Raised,522 psf (24.99 kN/m2),N/A,,NA,"Optical fire detectors, by Argonite, VESDA",3.0 - 6.0 kVA per cabinet,3,Distributed Redundant,N+1,7 x size(s)?? kVA Diesel Generators,N+1,Screw compressor chillers,N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, Business Continuity Service","Cloud Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,MU2,BCTR Only,Munich,"Am Moosfeld 37
81820 MÃ_nchen
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",23.5 mi (37.9 km) to Munich Franz Josef Strauss Airport (MUC),,,"Concrete and steel
frame reinforcing external walls",Adjacent to building (no charge),Raised,104 psf (4.98 kN/m2),N/A,,NA,Optical fire detectors,BCTR Only,NA,Distributed Redundant,N,1 x 250 kVA Diesel Generator,N,Scroll compressor chillers,N+1?,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","IBXflex Office and Storage, Antenna, Business Continuity Service","Equinix Connect, Metro Connect, Cross Connects",,,ISO 9001-2008,100% renewable energy through utility green program,

EMEA,MU3,IBX,Munich,"Seidlstrasse 3
80335 MÃ_nchen
Germany",x,x,"Support: +49.1805.049.555 (globally)
Email: servicedesk.de@eu.equinix.com",23.5 mi (37.9 km) to Munich Franz Josef Strauss Airport (MUC),"22,173","2,060","Concrete and steel
frame reinforcing external walls",Adjacent to building (for fee),Raised,208 psf (9.96 kN/m2),N/A,,NA,"Optical fire detectors, by Innergen, VESDA",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"4 x 2,000 kVA Diesel Generators",N+1,Screw compressor chillers,N+1?,Man Trap Entry,24x7 security officers,"Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility green program,

EMEA,PA1,IBX,Paris,"Paris Nord 2
167 Rue de la Belle Etoile
95948 Roissy
CDG Cedex
France",x,x,"Support: +33.1.8488.3496 (globally)
Email: servicedesk.fr@eu.equinix.com","13.3 mi (21.4 km) to Paris Gare du Nord Train Station, 5.5 mi (9 km) to Paris-Charles de Gaulle Airport (CDG)","27,986","2,600",Concrete and steel,Adjacent to building (no charge),Raised,22 9psf (10.96 kN/m2),N/A,,NA,"HSSD Stratos aspiration  , HVAC controlled areas, optical and ionic detectors, Marrioff Hi-Fog
Nitrogen and cold-steam based suppression",2.0 - 5.0 kVA per cabinet,NA,2N??,2N??,"1 x 1,200, 2 x 1,760, and 1 x 1,600 kW Diesel Generators",N+1,"Independent units, coupled with four Glycol circuits, and eight parallel coolers",N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects",,,"ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility certificates,

EMEA,PA2,IBX+,Paris,"114 Rue Ambroise Croizat
93200 Saint Denis
France",x,x,"Support: +33.1.8488.3496 (globally)
Email: servicedesk.fr@eu.equinix.com","3.9 mi (6.4 km) to Paris Gare du Nord Train Station, 13.6 mi (22 km) to Paris-Charles de Gaulle Airport (CDG)","67,812","6,300",Concrete construction,Adjacent to building (no charge),Raised,229 psf (10.96 kN/m2),N/A,,NA,"HSSD Stratos aspiration  , HVAC controlled areas,
optical and ionic detectors, independent zoned",2.0 - 5.0 kVA per cabinet,3,Distributed Redundant,N+1,Power transformers? Not generators?,N+1,CRAC Units,N + 20% (on CRAC units)?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008, ISO 50001",100% renewable energy through utility certificates,

EMEA,PA3,IBX+,Paris,"114 Rue Ambroise Croizat
93200 Saint Denis
France",x,x,"Support: +33.1.8488.3496 (globally)
Email: servicedesk.fr@eu.equinix.com","3.9 mi (6.4 km) to Paris Gare du Nord Train Station, 13.6 mi (22 km) to Paris-Charles de Gaulle Airport (CDG)","72,032","6,692","Steel framed and
clad construction",Adjacent to building (no charge),Raised,229 psf (10.96 kN/m2),N/A,,NA,"Multiple zoned aspiration  , addressable analogue
point detection  , nitrogen propelled
cold steam",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,Power transformers? Not generators?,N+1,Chillers and CRAC Units,"N+1 (on chillers) and 
N+2 (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Equinix Connect, Metro Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008, ISO 50001",100% renewable energy through utility certificates,

EMEA,PA4,IBX+,Paris,"110 Bis avenue du GÃ©nÃ©ral Leclerc 
Pantin France 93500",x,x,"Support: +33.1.8488.3496 (globally)
Email: servicedesk.fr@eu.equinix.com",13.7 mi (22 km) to Paris-Charles de Gaulle Airport (CDG),"166,840","15,500","Reinforced concrete
structure with external cladding",Adjacent to building (no charge),Raised,261 psf (12.5 kN/m2),N/A,,NA,"Multiple zoned aspiration  , addressable analogue
point detection  , high density fog with
localized operation",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"21 x 2,250 kVA Diesel Generators",N+1,Refrigeration Chillers and CRAC Units,"N+1 (on chillers) and 
N+2 (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna, EU Business Suites","Cloud Exchange, Internet Exchange, Equinix Connect, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001,  ISO 50001",100% renewable energy through utility certificates,

EMEA,ZH1,IBX,Zurich,"Hardstrasse 235
8005 Zurich
Switzerland",x,x,"Support: +41.43.508.1038 (globally)
Email: servicedesk.zh@eu.equinix.com",1.9 mi (3.2 km) to Zurich Train Station,"5,813",540,Concrete and steel,Adjacent to building (no charge),Raised,32 psf (1.53 kN/m2),N/A,,NA,Thermal/optical detection,1.0 - 1.5 kVA per cabinet,NA,Distributed Redundant,N or N+1?,1 x 550 kVA Diesel Generator,N,Centrifugal chillers and dry coolers,N+1?,"Man Trap Entry, Exterior Fencing",24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Metro Connect, Cross Connects, Campus Cross Connect",,,"ISO 27001, PCI-DSS, FACT, ISO 9001-2008, ISO 50001",100% renewable energy through utility provided hydropower,

EMEA,ZH2,IBX,Zurich,"Josefstrasse 225
8005 Zurich
Switzerland",x,x,"Support: +41.43.508.1038 (globally)
Email: servicedesk.zh@eu.equinix.com","1.9 mi (3.2 km) to Zurich Train Station, 6 mi (10 km) to Zurich Airport (ZRH)","4,015",373,"Concrete and steel
frame construction",Adjacent to building (no charge),Raised,94 psf (4.5 kN/m2),N/A,,NA,"Analogue addressable point detection, automatic Inergen gas",1.0 - 1.5 kVA per cabinet,NA,Distributed Redundant,N or N+1?,1 x 500 kW Diesel Generator,N,Uniflair chiller rooms,N+1?,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, DC Power Circuits, IBXflex Office and Storage, Antenna","Cloud Exchange, Internet Exchange, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility provided hydropower,

EMEA,ZH4,IBX,Zurich,"Josefstrasse 225
8005 Zurich
Switzerland",x,x,"Support: +41.43.508.1038 (globally)
Email: servicedesk.zh@eu.equinix.com","1.9 mi (3.2 km) to Zurich Train Station, 6 mi (10 km) to Zurich Airport (ZRH)","12,917","1,200","Concrete and steel
frame construction",Adjacent to building (no charge),Raised,32 psf (1.53 kN/m2),N/A,,NA,"Digital addressable point detection, automatic High Fog",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"3 x 1,600 kVA Diesel Generators",N+1,Refrion Xchange ETEC,N + 20%,Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Cloud Exchange, Internet Exchange, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility provided hydropower,

EMEA,ZH5,IBX+,Zurich,"Allmendstrasse 13
Oberengstringen 8102
Switzerland",x,x,"Support: +41.43.508.1038 (globally)
Email: servicedesk.zh@eu.equinix.com","9.3 mi (15 km) to Zurich Airport (ZRH), 5 mi (8 km) to central Zurich","71,800","6,670","Reinforced concrete
structure with external cladding",Adjacent to building (no charge),Raised,225 psf (10.77 kN/m2),N/A,,NA,"Multiple zoned aspiration  , addressable analogue point detection  , high density water
mist with localized operation.",3.0 - 6.0 kVA per cabinet,2,Distributed Redundant,N+1,"10 x 2,250 kVA Diesel Generators",N+1,CRAC Units and refrigeration chillers,"N+1 (on chillers) and 
N + 20% (on CRAC units)",Man Trap Entry,24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna, Business Continuity for Trading Rooms","Cloud Exchange, Internet Exchange, Cross Connects, Campus Cross Connect",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, ISO 9001-2008",100% renewable energy through utility provided hydropower,

EMEA,ZW1,IBX,Zwolle,"Telfordstraat 3
8013 RL Zwolle
Netherlands",x,x,"Support: +31.20.808.0015 (globally)
Email: servicedesk.nl@eu.equinix.com",78.9 mi (127 km) to Amsterdam Schiphol Airport (AMS),"9,688",900,"Concrete structure,
concrete roofing",Adjacent to building (no charge),Raised,600 psf (28.73 kN/m2),N/A,,NA,"Fire Detection Two stages of fire
detection: Aspiration   VESDA",4.0 - 8.0 kVA per cabinet,NA,Distributed Redundant,N+1,"2 x 1,400 kVA Diesel Generators",N+1,"CRAC Units, chillers, and 2N cooling circuits","N+1 (on chillers) and 
N+2 (on CRAC units)","Man Trap Entry,  Private fenced with double-layer perimeter fence; Entrance security and
mantrap access; Physical access control
lists manage ingress and egress",24x7 security officers,"Card Readers, Biometric Readers (in common areas), Biometric Readers (optional), CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Work Kiosks
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, Antenna","Internet Exchange, Equinix Connect, Cross Connects",,,"SSAE16/ISAE3402 SOC-1 Type II, ISO 27001, PCI-DSS, FACT, OHSAS 18001, ISO 9001-2008, ISO 50001",100% renewable energy through utility green program,

EMEA,SO1,IBX,Sofia,"10 â€œ5030â€™â€™ Str., Druzhba-1 district
1592 Sofia, Bulgaria",,x,+359 (0)2 970 7707    info@eu.equinix.com,29.8 mi (48 km) to Sofia Airport (SOF),"11,872","1,103","4 Floors
Precast concrete
Reinforced Concrete",Adjacent to building (no charge),Raised,,Very low risk,,Low,VESDA and intelligent combined smoke and temperature addressable fire sensors. Gas: NAF S125: double knock activation,4 kW per Cabinet,"4 feeders at 10kV
Max Input Capacity - 2.5MVA",Parallel Redundant,2x(N+1),4 x 564kW Diesel Generators,N+1,Chilled water condenser loop type of CRACs with free cooling,N+1,"Access control, CCTV, fence",24x7 security officers,"Card Readers, CCTV and Recorders, Motion Detection","Breakroom
Loaner Tools
Showers
Crash Carts
Wifi
Conference Room","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage, Antenna",Cross Connects,"Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001, ISO 50001, ISO 14001",Indirect free cooling,

EMEA,HE1,IBX,Helsinki,"Hiomotie 32
00380 Helsinki, Finland",x,x,+358 (0) 7575 70400  info@eu.equinix.com,"11.5 mi (18.6 km) to Helsinki-Vantaa Airport (HEL), 6.3 (10.2 km) to Helsinki-Malmi Airport (HEM)","4,693",436,"1 Floor
Formed Metal Panel",Adjacent to building (no charge),Raised,92 psf (4.4 kN/m2),Low,,Very low risk,HSSD High sensitivity smoke detection system. Argon gas; heat detection: double knock activation,2.5 kW per Cabinet,2.5 MVA - dual 10 kV / Circle (dual 10 feeds from the same substantion),Parallel redundant,N+1,1 x 800 kW Diesel Generator,N,"Chilled water
Shared infrastructure provided by the landlord",N+1,"Access control, CCTV, fence","Onsite Security 8-16, other times remotely managed","Card Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Crash Carts
Work Kiosks
Wifi","Private Cage, Secure Cabinet, AC Power Circuits, IBXflex Office and Storage","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001",,

EMEA,HE2,IBX,Helsinki,"Kanavaranta 5 
00160 Helsinki,  Finland",x,x,+358 (0) 75 7570 400  info@eu.equinix.com,12.1 mi (19.5 km) to Helsinki-Vantaa Airport (HEL) 8.3 mi (13.5 km) to Helsinki - Malmi Airport (HEM),"2,475",230,"1 Floor
Precast concrete",Adjacent to building (for fee),Raised,409 psf (19.6 kN/m2),Very low risk,,Low,"HSSD High sensitivity smoke detection system: Novec 1230 gas, heat detection: double knock activation",4.5 kW per Cabinet,"1 MVA - dual 0,4 kV feeds / Circle",Not redundant,N,1 x 640 kW Diesel Generator,N,District Cooling,N+2,"Access control, CCTV, fence",Remotely Managed,"Card Readers, PIN + Card Readers, CCTV and Recorders, Motion Detection","Crash Carts
Wifi","Private Cage, Secure Cabinet, AC Power Circuits","Equinix Connect, Cross Connects","Smart Hands, Migration Planning, Equipment Sourcing, Installation",,"ISO 27001, OHSAS 18001, ISO 9001","District cooling, Excess heat recycling",

EMEA,HE3,IBX,Helsinki,"Parrukatu 2
00570 Helsinki, Finland",x,x,+358 (0) 75 7570 400  info@eu.equinix.com,7.7 mi (12.5 km) to Helsinki-Malmi Airport (HEM),"13,670","1,270","2 Floors
Formed Metal Panel
